R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att
Ryan Jimmo,Sean O'Connell,Dan Miragliotta,2014,"Quebec City, Quebec, Canada",Red,False,Light Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Roop,Dustin Kimura,Philippe Chartier,2014,"Quebec City, Quebec, Canada",Red,False,Bantamweight,3,0.0,1.0,0.0,3.333333333333333,3.0,1.3333333333333333,1.0,32.0,8.0,3.0,1.6666666666666667,29.33333333333333,5.666666666666668,0.0,3.6666666666666665,2.0,1.0,0.3333333333333333,36.333333333333336,10.666666666666666,0.2433333333333333,2.333333333333333,0.3333333333333333,0.0,0.0,40.0,14.0,1.0,1.0,4.666666666666667,3.0,4.333333333333333,3.333333333333333,30.0,13.0,8.0,3.333333333333333,33.333333333333336,13.0,0.3333333333333333,4.333333333333333
Mark Bocek,Mike de la Torre,Yves Lavigne,2014,"Quebec City, Quebec, Canada",Red,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordine Taleb,Vik Grujic,Dan Miragliotta,2014,"Quebec City, Quebec, Canada",Red,False,Middleweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Walsh,Chris Indich,Philippe Chartier,2014,"Quebec City, Quebec, Canada",Red,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Gagnon,Tim Gorman,Dan Miragliotta,2014,"Quebec City, Quebec, Canada",Red,False,Bantamweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minotauro Nogueira,Roy Nelson,Leon Roberts,2014,"Abu Dhabi, United Arab Emirates",Blue,False,Heavyweight,5,2.0,0.0,0.0,2.4545454545454546,1.4545454545454546,5.909090909090909,2.363636363636364,46.63636363636363,13.272727272727273,3.5454545454545454,2.8181818181818183,51.81818181818182,15.363636363636365,0.4545454545454545,1.818181818181818,1.6363636363636365,0.3636363636363637,0.0,56.09090909090909,18.454545454545453,0.37454545454545457,0.09090909090909093,1.2727272727272727,0.2727272727272727,0.13636363636363635,66.27272727272727,28.09090909090909,3.0,5.0,11.818181818181818,9.454545454545457,15.727272727272727,10.454545454545457,69.72727272727273,34.63636363636363,1.5454545454545454,1.3636363636363635,70.18181818181819,32.27272727272727,0.09090909090909093,5.0
Clay Guida,Tatsuya Kawajiri,Marc Goddard,2014,"Abu Dhabi, United Arab Emirates",Red,False,Featherweight,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,26.0,26.0,34.0,30.0,0.0,2.0,2.0,3.0,0.0,36.0,32.0,0.88,1.0,12.0,3.0,0.25,66.0,62.0,1.0,0.0,3.0,3.0,6.0,5.0,14.0,8.0,6.0,6.0,21.0,14.0,0.0,2.0
John Howard,Ryan LaFlare,Leon Roberts,2014,"Abu Dhabi, United Arab Emirates",Blue,False,Welterweight,3,0.0,3.0,0.0,33.0,18.33333333333333,25.33333333333333,12.0,106.0,33.666666666666664,24.0,14.333333333333336,114.33333333333331,36.0,0.3333333333333333,8.0,5.666666666666668,4.666666666666667,1.0,155.33333333333334,60.0,0.3933333333333333,0.6666666666666666,8.333333333333334,5.0,0.6066666666666666,178.33333333333337,79.0,3.0,0.0,14.666666666666664,6.333333333333332,5.333333333333333,2.333333333333333,90.0,25.33333333333333,3.333333333333333,1.6666666666666667,75.33333333333333,17.666666666666668,0.3333333333333333,8.666666666666666
Ramsey Nijem,Beneil Dariush,Neil Hall,2014,"Abu Dhabi, United Arab Emirates",Red,False,Lightweight,3,0.0,1.0,0.0,4.0,1.0,1.0,1.0,12.0,2.0,8.0,6.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,21.0,9.0,0.42,1.0,0.0,0.0,0.0,21.0,9.0,1.0,0.0,2.0,2.0,4.0,3.0,5.0,2.0,0.0,0.0,6.0,2.0,0.0,1.0
Jared Rosholt,Daniel Omielanczuk,Marc Goddard,2014,"Abu Dhabi, United Arab Emirates",Red,False,Heavyweight,3,0.0,1.0,0.0,10.0,7.0,19.0,18.0,50.0,28.0,4.0,3.0,41.0,22.0,1.0,22.0,20.0,1.0,0.0,73.0,49.0,0.67,1.0,5.0,2.0,0.4,82.0,57.0,1.0,0.0,39.0,29.0,19.0,17.0,68.0,29.0,12.0,10.0,48.0,16.0,0.0,12.0
Thales Leites,Trevor Smith,Neil Hall,2014,"Abu Dhabi, United Arab Emirates",Red,False,Middleweight,3,0.0,1.0,0.0,21.0,18.5,22.5,20.0,87.5,49.0,5.0,3.0,71.5,32.0,0.0,22.5,21.5,2.0,0.0,115.0,72.0,0.63,1.0,6.5,1.0,0.16,131.0,86.5,1.0,1.0,17.5,15.0,20.5,19.0,85.5,32.5,0.0,0.0,85.0,33.0,0.0,3.5
Alan Omer,Jim Alers,Marc Goddard,2014,"Abu Dhabi, United Arab Emirates",Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rani Yahya,Johnny Bedford,Neil Hall,2014,"Abu Dhabi, United Arab Emirates",Draw,False,Bantamweight,3,1.0,0.0,0.0,20.33333333333333,16.333333333333332,11.0,9.0,65.33333333333333,23.66666666666667,34.0,22.66666666666667,86.0,35.666666666666664,1.0,4.0,3.333333333333333,3.6666666666666665,0.3333333333333333,110.33333333333331,55.33333333333334,0.5066666666666667,0.0,2.6666666666666665,1.6666666666666667,0.5533333333333333,147.0,86.33333333333331,2.0,1.0,4.666666666666667,1.6666666666666667,3.6666666666666665,2.0,46.66666666666666,15.333333333333336,0.3333333333333333,0.3333333333333333,43.0,14.333333333333336,0.0,3.0
Mauricio Rua,Dan Henderson,Herb Dean,2014,"Natal, Rio Grande do Norte, Brazil",Blue,False,Light Heavyweight,5,3.0,0.0,0.0,8.0,6.727272727272728,17.727272727272727,12.545454545454545,42.90909090909091,14.363636363636365,11.818181818181818,8.0,56.45454545454545,22.0,0.3636363636363637,8.0,6.1818181818181825,0.9090909090909092,0.2727272727272727,72.45454545454545,34.90909090909091,0.4854545454545454,0.4545454545454545,2.5454545454545454,1.2727272727272727,0.3581818181818182,93.9090909090909,55.09090909090909,4.0,5.0,10.727272727272727,8.909090909090908,11.181818181818182,7.0,54.63636363636363,23.63636363636364,13.090909090909092,9.272727272727273,61.81818181818182,25.63636363636364,0.5454545454545454,6.363636363636362
Cezar Ferreira,CB Dollaway,Mario Yamasaki,2014,"Natal, Rio Grande do Norte, Brazil",Blue,False,Middleweight,3,1.0,0.0,0.0,6.666666666666668,5.0,5.0,3.083333333333333,28.58333333333333,10.916666666666664,11.833333333333336,6.583333333333332,36.583333333333336,13.833333333333336,0.0,2.1666666666666665,1.75,2.083333333333333,0.3333333333333333,45.41666666666666,20.58333333333333,0.44333333333333336,0.75,4.083333333333333,2.1666666666666665,0.5,67.91666666666667,39.91666666666666,3.0,5.0,5.5,3.8333333333333335,2.75,1.4166666666666667,28.25,11.75,6.333333333333332,3.4166666666666665,29.83333333333333,11.25,0.25,2.0
Leonardo Santos,Norman Parke,Wernei Cardoso,2014,"Natal, Rio Grande do Norte, Brazil",Draw,False,Lightweight,3,0.0,3.0,0.0,14.333333333333336,9.666666666666666,4.0,2.6666666666666665,150.33333333333334,58.33333333333334,3.0,2.6666666666666665,135.0,48.33333333333334,0.0,8.0,5.666666666666668,3.333333333333333,0.3333333333333333,157.33333333333334,63.66666666666666,0.4233333333333333,0.0,7.666666666666668,3.0,0.6033333333333334,163.33333333333334,69.0,3.0,0.0,15.666666666666664,9.0,5.666666666666668,2.6666666666666665,143.33333333333334,52.66666666666666,0.0,0.0,110.66666666666669,27.33333333333333,0.0,22.66666666666667
Fabio Maldonado,Gian Villante,Herb Dean,2014,"Natal, Rio Grande do Norte, Brazil",Red,False,Light Heavyweight,3,0.0,1.0,0.0,7.0,4.0,2.5,2.0,61.5,31.5,2.0,2.0,41.5,19.0,0.5,17.5,12.5,0.5,0.0,66.0,35.5,0.54,0.0,2.5,0.5,0.5,77.0,46.0,1.0,1.0,10.5,9.0,4.0,3.5,83.0,45.5,0.0,0.0,69.5,34.5,0.0,7.0
Michel Prazeres,Mairbek Taisumov,Mario Yamasaki,2014,"Natal, Rio Grande do Norte, Brazil",Red,False,Lightweight,3,0.0,1.0,0.0,19.0,10.0,13.0,7.0,67.0,22.0,7.0,4.0,52.0,10.0,0.0,16.0,13.0,2.0,0.0,87.0,33.0,0.37,0.0,7.0,5.0,0.71,107.0,48.0,1.0,0.0,6.0,4.0,5.0,2.0,57.0,20.0,4.0,4.0,56.0,19.0,0.0,4.0
Rony Jason,Steven Siler,Wernei Cardoso,2014,"Natal, Rio Grande do Norte, Brazil",Red,False,Featherweight,3,1.0,0.0,0.0,11.428571428571427,10.571428571428571,21.0,14.0,61.85714285714285,19.571428571428573,5.7142857142857135,3.4285714285714284,73.42857142857143,23.285714285714285,0.14285714285714285,3.7142857142857135,3.1428571428571432,0.8571428571428571,0.0,88.57142857142857,37.0,0.43857142857142856,1.4285714285714286,2.0,0.42857142857142855,0.10571428571428572,125.0,70.57142857142857,3.0,2.0,10.0,7.2857142857142865,12.714285714285715,9.857142857142858,48.57142857142857,17.714285714285715,12.857142857142858,8.428571428571429,55.57142857142857,21.428571428571427,0.0,8.571428571428571
Ronny Markes,Thiago Santos,Mario Yamasaki,2014,"Natal, Rio Grande do Norte, Brazil",Blue,False,Middleweight,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,4.0,3.0,0.0,1.0
Jussier Formiga,Scott Jorgensen,Wernei Cardoso,2014,"Natal, Rio Grande do Norte, Brazil",Red,False,Flyweight,3,2.0,0.0,0.0,8.428571428571429,6.428571428571429,7.2857142857142865,5.142857142857143,94.85714285714286,33.285714285714285,4.714285714285714,3.571428571428572,89.85714285714286,27.857142857142854,0.0,8.571428571428571,7.7142857142857135,0.8571428571428571,0.2857142857142857,106.85714285714286,42.0,0.44,0.2857142857142857,4.142857142857143,1.1428571428571428,0.33714285714285713,118.14285714285714,52.714285714285715,2.0,4.0,15.571428571428573,10.571428571428571,4.0,2.7142857142857144,123.57142857142857,45.42857142857143,2.2857142857142856,1.5714285714285714,106.85714285714286,33.285714285714285,0.14285714285714285,7.428571428571429
Thiago Perpetuo,Kenny Robertson,Herb Dean,2014,"Natal, Rio Grande do Norte, Brazil",Blue,False,Welterweight,3,1.0,0.0,0.0,10.25,7.75,13.5,8.75,32.5,15.0,8.5,5.0,40.0,17.0,0.0,4.25,4.0,1.5,0.0,54.5,28.75,0.535,0.5,3.25,0.5,0.29,91.0,58.0,1.0,3.0,4.5,3.75,8.5,6.25,29.25,10.25,12.75,9.5,42.25,18.5,0.25,3.75
Francimar Barroso,Hans Stringer,Mario Yamasaki,2014,"Natal, Rio Grande do Norte, Brazil",Blue,False,Light Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Godofredo Pepey,Noad Lahat,Wernei Cardoso,2014,"Natal, Rio Grande do Norte, Brazil",Red,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johny Hendricks,Robbie Lawler,Dan Miragliotta,2014,"Dallas, Texas, USA",Red,True,Welterweight,5,0.0,3.0,0.0,6.4,5.3,11.0,6.9,34.9,12.3,9.4,5.0,46.2,16.8,0.6,2.7,2.1,0.9,0.2,55.3,24.2,0.45,0.0,1.7,1.4,0.55,65.6,34.1,3.0,3.0,8.2,5.8,10.3,5.9,42.4,13.7,2.3,1.0,38.4,8.8,0.1,8.4
Carlos Condit,Tyron Woodley,Jacob Montalvo,2014,"Dallas, Texas, USA",Blue,False,Welterweight,3,0.0,1.0,0.0,16.333333333333332,15.0,15.0,14.0,25.0,11.666666666666664,10.0,6.666666666666668,30.0,14.0,1.0,3.6666666666666665,3.333333333333333,0.0,0.0,50.0,32.333333333333336,0.65,0.0,0.0,0.0,0.0,70.66666666666667,53.0,1.0,1.0,27.33333333333333,17.0,27.66666666666667,17.333333333333332,48.33333333333334,11.666666666666664,0.0,0.0,35.0,2.333333333333333,0.0,13.666666666666664
Diego Sanchez,Myles Jury,Kerry Hatley,2014,"Dallas, Texas, USA",Blue,False,Lightweight,3,0.0,4.0,0.0,4.0,1.25,1.0,1.0,46.0,11.25,19.5,11.5,52.75,16.0,0.25,9.75,6.5,2.5,0.5,66.5,23.75,0.3,0.5,3.5,2.25,0.54,94.75,45.0,4.0,0.0,7.75,2.75,0.75,0.5,44.25,7.5,3.5,2.75,34.25,4.75,0.0,6.5
Jake Shields,Hector Lombard,Don Turnage,2014,"Dallas, Texas, USA",Blue,False,Welterweight,3,0.0,1.0,0.0,5.75,4.75,4.75,2.5,49.5,20.5,4.25,3.25,50.25,20.25,0.75,2.5,1.25,0.5,0.0,58.5,26.25,0.45,0.0,1.75,0.5,0.125,82.5,48.75,1.0,2.0,11.0,8.0,7.25,5.25,43.75,19.0,1.5,1.0,31.25,9.25,0.0,10.25
Ovince Saint Preux,Nikita Krylov,Dan Miragliotta,2014,"Dallas, Texas, USA",Red,False,Light Heavyweight,3,0.0,1.0,0.0,4.0,3.5,25.5,19.5,14.0,7.0,2.5,1.5,34.0,21.0,0.5,4.0,3.5,0.0,0.0,42.0,28.0,0.67,1.0,0.5,0.0,0.0,69.5,54.5,1.0,1.0,1.0,1.0,6.0,3.5,5.5,2.5,12.0,9.0,21.5,13.0,0.0,1.0
Kelvin Gastelum,Rick Story,Jacob Montalvo,2014,"Dallas, Texas, USA",Red,False,Welterweight,3,0.0,1.0,0.0,20.785714285714285,14.928571428571427,15.642857142857142,9.857142857142858,75.78571428571429,23.285714285714285,14.214285714285715,8.928571428571429,79.21428571428571,22.214285714285715,0.2857142857142857,5.642857142857142,4.928571428571429,1.3571428571428572,0.2857142857142857,105.64285714285714,42.07142857142857,0.4114285714285713,0.9285714285714286,4.714285714285714,2.5,0.6050000000000001,132.5,67.64285714285714,6.0,5.0,8.214285714285714,4.785714285714286,8.571428571428571,4.928571428571429,58.5,16.285714285714285,1.9285714285714288,1.2857142857142858,57.0,14.928571428571427,0.0,3.7857142857142856
Raquel Pennington,Jessica Andrade,Don Turnage,2014,"Dallas, Texas, USA",Blue,False,Women's Bantamweight,3,0.0,1.0,0.0,14.0,12.5,7.0,7.0,171.0,100.0,1.5,1.0,161.0,91.0,0.0,4.5,4.5,0.5,0.0,179.5,108.0,0.625,0.5,1.5,1.0,0.75,188.0,114.5,1.0,1.0,3.5,3.0,2.5,2.0,125.5,45.5,36.0,21.5,146.5,54.5,0.0,14.0
Dennis Bermudez,Jimy Hettes,Kerry Hatley,2014,"Dallas, Texas, USA",Red,False,Featherweight,3,0.0,1.0,0.0,4.25,3.75,4.25,3.25,49.5,23.75,21.75,16.75,70.25,39.0,0.0,1.0,1.0,5.75,0.25,75.5,43.75,0.6174999999999999,1.5,10.5,5.25,0.5175000000000001,135.25,95.75,2.0,1.0,27.5,15.0,4.25,2.5,85.0,34.0,5.0,2.25,63.5,20.5,0.25,3.25
Sean Spencer,Alex Garcia,Don Turnage,2014,"Dallas, Texas, USA",Blue,False,Welterweight,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,1.0,1.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,15.0,9.0,0.6,0.0,0.0,0.0,0.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0
Renee Forte,Francisco Trevino,Dan Miragliotta,2014,"Dallas, Texas, USA",Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Campuzano,Justin Scoggins,Jacob Montalvo,2014,"Dallas, Texas, USA",Blue,False,Flyweight,3,0.0,1.0,0.0,5.0,5.0,5.0,3.0,9.0,5.0,23.0,19.0,31.0,22.0,0.0,1.0,0.0,5.0,0.0,37.0,27.0,0.72,0.0,3.0,2.0,0.66,59.0,47.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0
Alexander Gustafsson,Jimi Manuwa,Marc Goddard,2014,"London, England, United Kingdom",Red,False,Light Heavyweight,5,0.0,3.0,0.0,9.666666666666666,8.0,20.0,17.0,40.0,21.66666666666667,1.6666666666666667,1.0,36.0,16.666666666666668,0.3333333333333333,16.0,15.0,0.3333333333333333,0.0,61.66666666666666,39.66666666666666,0.6133333333333334,0.3333333333333333,2.333333333333333,1.0,0.3333333333333333,63.66666666666666,41.333333333333336,3.0,0.0,9.666666666666666,8.333333333333334,16.333333333333332,14.333333333333336,21.0,10.0,0.0,0.0,16.666666666666668,5.333333333333333,0.0,11.0
Michael Johnson,Melvin Guillard,Leon Roberts,2014,"London, England, United Kingdom",Red,False,Lightweight,3,1.0,0.0,0.0,5.476190476190476,4.095238095238095,3.952380952380953,2.380952380952381,38.42857142857143,14.238095238095234,6.428571428571429,3.6666666666666665,40.38095238095238,13.571428571428573,0.6190476190476191,2.952380952380953,2.619047619047619,0.2857142857142857,0.09523809523809523,48.80952380952381,20.285714285714285,0.41,0.09523809523809523,0.9523809523809524,0.6666666666666666,0.2976190476190476,52.42857142857143,23.66666666666667,5.0,9.0,3.952380952380953,2.2857142857142856,2.142857142857143,1.1428571428571428,29.33333333333333,8.714285714285714,1.4761904761904765,0.5714285714285714,24.33333333333333,5.095238095238095,0.09523809523809523,4.666666666666667
Brad Pickett,Neil Seery,Neil Hall,2014,"London, England, United Kingdom",Red,False,Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gunnar Nelson,Omari Akhmedov,Grant Waterman,2014,"London, England, United Kingdom",Red,False,Welterweight,3,0.0,1.0,0.0,2.0,2.0,9.0,6.0,7.0,6.0,4.0,2.0,14.0,8.0,1.0,4.0,4.0,1.0,0.0,20.0,14.0,0.7,1.0,5.0,1.0,0.2,30.0,22.0,1.0,0.0,2.0,2.0,9.0,7.0,9.0,3.0,10.0,8.0,26.0,16.0,1.0,0.0
Cyrille Diabate,Ilir Latifi,Leon Roberts,2014,"London, England, United Kingdom",Blue,False,Light Heavyweight,3,1.0,0.0,0.0,5.0,3.0,1.0,0.0,105.0,16.0,6.0,2.0,101.0,11.0,0.0,6.0,4.0,0.0,0.0,112.0,18.0,0.16,0.0,3.0,1.0,0.33,114.0,20.0,0.0,1.0,18.0,7.0,0.0,0.0,148.0,79.0,2.0,1.0,120.0,62.0,0.0,12.0
Luke Barnatt,Mats Nilsson,Marc Goddard,2014,"London, England, United Kingdom",Red,False,Middleweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Scott,Claudio Silva,Neil Hall,2014,"London, England, United Kingdom",Blue,False,Middleweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igor Araujo,Danny Mitchell,Leon Roberts,2014,"London, England, United Kingdom",Red,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Harris,Louis Gaudinot,Grant Waterman,2014,"London, England, United Kingdom",Draw,False,Flyweight,3,1.0,0.0,0.0,8.333333333333334,5.666666666666668,7.666666666666668,3.6666666666666665,65.33333333333333,25.33333333333333,6.666666666666668,4.0,64.0,22.33333333333333,0.0,7.333333333333332,5.0,0.0,0.0,79.66666666666667,33.0,0.3466666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,101.66666666666669,51.0,1.0,2.0,36.333333333333336,26.66666666666667,16.666666666666668,14.0,104.0,44.66666666666666,63.33333333333334,39.333333333333336,139.0,63.66666666666666,0.3333333333333333,8.666666666666666
Dong Hyun Kim,John Hathaway,Leon Roberts,2014,"Macau, China",Red,False,Welterweight,5,0.0,3.0,0.0,13.25,9.5,7.75,5.125,73.5,24.125,33.25,18.625,95.0,32.625,0.25,6.25,5.75,2.0,0.125,114.5,47.875,0.4125,0.875,5.25,2.5,0.4025,206.625,126.25,4.0,1.0,7.625,5.375,5.5,3.875,48.0,14.0,7.75,5.875,48.875,14.375,0.0,4.75
Sai Wang,Zhang Lipeng,Jerin Valel,2014,"Macau, China",Blue,True,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Mitrione,Shawn Jordan,Dan Miragliotta,2014,"Macau, China",Red,False,Heavyweight,3,1.0,0.0,0.0,3.0,2.6,8.8,5.4,33.4,15.4,7.4,5.8,45.4,22.8,0.2,1.2,1.2,1.0,0.0,49.6,26.6,0.488,0.0,1.4,0.4,0.2,56.8,33.0,2.0,2.0,5.6,5.4,10.0,7.4,25.2,12.2,1.2,0.8,27.6,12.2,0.2,3.2
Hatsu Hioki,Ivan Menjivar,Dan Miragliotta,2014,"Macau, China",Red,False,Featherweight,3,2.0,0.0,0.0,11.75,6.875,4.25,3.125,50.75,15.25,5.375,4.125,39.125,9.75,0.125,9.5,5.875,0.25,0.0,60.375,22.5,0.4525,0.625,0.75,0.25,0.25,84.625,45.375,3.0,4.0,9.0,5.25,4.75,3.75,49.75,13.625,10.875,5.25,49.375,11.875,0.0,7.0
Kazuki Tokudome,Yui Chul Nam,Jerin Valel,2014,"Macau, China",Blue,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nam Phan,Vaughan Lee,Leon Roberts,2014,"Macau, China",Blue,False,Bantamweight,3,1.0,0.0,0.0,8.2,6.0,10.0,7.6,24.4,8.4,1.6,1.0,22.4,6.4,0.2,5.4,4.6,0.0,0.0,36.0,17.0,0.4619999999999999,0.8,2.2,0.8,0.08800000000000001,88.0,69.0,1.0,3.0,5.6,4.4,7.2,4.2,33.8,10.2,7.6,5.0,39.0,13.4,0.0,4.0
Albert Cheng,An Ying Wang,Leon Roberts,2014,"Macau, China",Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jumabieke Tuerxun,Mark Eddiva,Jerin Valel,2014,"Macau, China",Blue,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
